     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
     2228   1280   6812   3   2   2   7        3    6   15    1  'MH'    287    24    16    32    11
     2229   1281   6816   3   2   2   8        3    6   17    1  'MH'    274    24    16    32    12
     2230   1282   6820   3   2   2   9        3    6   19    1  'MH'    262    24    16    32    13
     2231   1283   6824   3   2   2  10        3    6   21    1  'MH'    249    24    16    32    14
     2232   1284   6828   3   2   2  11        3    6   23    1  'MH'    233    24    16    32    15
     2233    716   3804   1   6   3   7        2    6   41    1  'MH'    182    23    16    33    11
     2234    717   3808   1   6   3   8        2    6   43    1  'MH'    155    23    16    33    12
     2235    718   3812   1   6   3   9        2    6   45    1  'MH'    167    23    16    33    13
     2236    719   3816   1   6   3  10        2    6   47    1  'MH'    132    23    16    33    14
     2237    720   3820   1   6   3  11        2    6   49    1  'MH'    148    23    16    33    15
     2238    704   3740   1   6   2   7        2    6   15    1  'MH'    181    23    16    34    11
     2239    705   3744   1   6   2   8        2    6   17    1  'MH'    156    23    16    34    12
     2240    706   3748   1   6   2   9        2    6   19    1  'MH'    168    23    16    34    13
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     2241    707   3752   1   6   2  10        2    6   21    1  'MH'    131    23    16    34    14
     2242    708   3756   1   6   2  11        2    6   23    1  'MH'    147    23    16    34    15
     2243    140    732   0   2   3   7        1    6   41    1  'MH'     84    22    16    35    11
     2244    141    736   0   2   3   8        1    6   43    1  'MH'     69    22    16    35    12
     2245    142    740   0   2   3   9        1    6   45    1  'MH'     57    22    16    35    13
     2246    143    744   0   2   3  10        1    6   47    1  'MH'     46    22    16    35    14
     2247    144    748   0   2   3  11        1    6   49    1  'MH'     30    22    16    35    15
     2248    128    668   0   2   2   7        1    6   15    1  'MH'     83    22    16    36    11
     2249    129    672   0   2   2   8        1    6   17    1  'MH'     70    22    16    36    12
     2250    130    676   0   2   2   9        1    6   19    1  'MH'     58    22    16    36    13
     2251    131    680   0   2   2  10        1    6   21    1  'MH'     45    22    16    36    14
     2252    132    684   0   2   2  11        1    6   23    1  'MH'     29    22    16    36    15
     2253   1868   9948   4   6   3   7        4    6   41    1  'MH'    386    21    16    37    11
     2254   1869   9952   4   6   3   8        4    6   43    1  'MH'    359    21    16    37    12
     2255   1870   9956   4   6   3   9        4    6   45    1  'MH'    371    21    16    37    13
     2256   1871   9960   4   6   3  10        4    6   47    1  'MH'    336    21    16    37    14
     2257   1872   9964   4   6   3  11        4    6   49    1  'MH'    352    21    16    37    15
     2258   1856   9884   4   6   2   7        4    6   15    1  'MH'    385    21    16    38    11
     2259   1857   9888   4   6   2   8        4    6   17    1  'MH'    360    21    16    38    12
     2260   1858   9892   4   6   2   9        4    6   19    1  'MH'    372    21    16    38    13
     2261   1859   9896   4   6   2  10        4    6   21    1  'MH'    335    21    16    38    14
     2262   1860   9900   4   6   2  11        4    6   23    1  'MH'    351    21    16    38    15
     2263   1317   7008   3   3   1   8        3    7   43    1  'MH'    276    24    17    31    12
     2264   1318   7012   3   3   1   9        3    7   45    1  'MH'    264    24    17    31    13
     2265   1319   7016   3   3   1  10        3    7   47    1  'MH'    251    24    17    31    14
     2266   1320   7020   3   3   1  11        3    7   49    1  'MH'    235    24    17    31    15
     2267   1305   6944   3   3   0   8        3    7   17    1  'MH'    275    24    17    32    12
     2268   1306   6948   3   3   0   9        3    7   19    1  'MH'    263    24    17    32    13
     2269   1307   6952   3   3   0  10        3    7   21    1  'MH'    252    24    17    32    14
     2270   1308   6956   3   3   0  11        3    7   23    1  'MH'    236    24    17    32    15
     2271    741   3936   1   7   1   8        2    7   43    1  'MH'    154    23    17    33    12
     2272    742   3940   1   7   1   9        2    7   45    1  'MH'    166    23    17    33    13
     2273    743   3944   1   7   1  10        2    7   47    1  'MH'    129    23    17    33    14
     2274    744   3948   1   7   1  11        2    7   49    1  'MH'    145    23    17    33    15
     2275    729   3872   1   7   0   8        2    7   17    1  'MH'    153    23    17    34    12
     2276    730   3876   1   7   0   9        2    7   19    1  'MH'    165    23    17    34    13
     2277    731   3880   1   7   0  10        2    7   21    1  'MH'    130    23    17    34    14
     2278    732   3884   1   7   0  11        2    7   23    1  'MH'    146    23    17    34    15
     2279    165    864   0   3   1   8        1    7   43    1  'MH'     72    22    17    35    12
     2280    166    868   0   3   1   9        1    7   45    1  'MH'     60    22    17    35    13
     2281    167    872   0   3   1  10        1    7   47    1  'MH'     47    22    17    35    14
     2282    168    876   0   3   1  11        1    7   49    1  'MH'     31    22    17    35    15
     2283    153    800   0   3   0   8        1    7   17    1  'MH'     71    22    17    36    12
     2284    154    804   0   3   0   9        1    7   19    1  'MH'     59    22    17    36    13
     2285    155    808   0   3   0  10        1    7   21    1  'MH'     48    22    17    36    14
     2286    156    812   0   3   0  11        1    7   23    1  'MH'     32    22    17    36    15
     2287   1893  10080   4   7   1   8        4    7   43    1  'MH'    358    21    17    37    12
     2288   1894  10084   4   7   1   9        4    7   45    1  'MH'    370    21    17    37    13
     2289   1895  10088   4   7   1  10        4    7   47    1  'MH'    333    21    17    37    14
     2290   1896  10092   4   7   1  11        4    7   49    1  'MH'    349    21    17    37    15
     2291   1881  10016   4   7   0   8        4    7   17    1  'MH'    357    21    17    38    12
     2292   1882  10020   4   7   0   9        4    7   19    1  'MH'    369    21    17    38    13
     2293   1883  10024   4   7   0  10        4    7   21    1  'MH'    334    21    17    38    14
     2294   1884  10028   4   7   0  11        4    7   23    1  'MH'    350    21    17    38    15
     2295   1343   7144   3   3   3  10        3    8   47    1  'MH'    254    24    18    31    14
     2296   1344   7148   3   3   3  11        3    8   49    1  'MH'    238    24    18    31    15
     2297   1331   7080   3   3   2  10        3    8   21    1  'MH'    253    24    18    32    14
     2298   1332   7084   3   3   2  11        3    8   23    1  'MH'    237    24    18    32    15
     2299    767   4072   1   7   3  10        2    8   47    1  'MH'    128    23    18    33    14
     2300    768   4076   1   7   3  11        2    8   49    1  'MH'    144    23    18    33    15
     2301    755   4008   1   7   2  10        2    8   21    1  'MH'    127    23    18    34    14
     2302    756   4012   1   7   2  11        2    8   23    1  'MH'    143    23    18    34    15
     2303    191   1000   0   3   3  10        1    8   47    1  'MH'     50    22    18    35    14
